"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","40855","Extracting Company Details -- @1.2 ","","2026-09-21","broken","2026-09-21","","","",""
"","41206","Extracting Company Details -- @1.1 ","","2026-09-21","broken","2026-09-21","","","",""
"","40812","Extracting Company Details -- @1.3 ","","2026-09-21","broken","2026-09-21","","","",""
