"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon May 27 01:22:17 GMT 2024","Mon May 27 01:24:50 GMT 2024","153467","","","","","","Extracting Company Details -- @1.2 ",""
"passed","Mon May 27 01:24:50 GMT 2024","Mon May 27 01:26:43 GMT 2024","113278","","","","","","Extracting Company Details -- @1.3 ",""
"passed","Mon May 27 01:20:25 GMT 2024","Mon May 27 01:22:17 GMT 2024","111855","","","","","","Extracting Company Details -- @1.1 ",""
