"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 07 09:22:32 GMT 2023","Tue Nov 07 09:23:55 GMT 2023","83367","","","","","","Extracting Company Details -- @1.3 ",""
"broken","Tue Nov 07 09:21:25 GMT 2023","Tue Nov 07 09:22:32 GMT 2023","67081","","","","","","Extracting Company Details -- @1.2 ",""
"broken","Tue Nov 07 09:20:11 GMT 2023","Tue Nov 07 09:21:25 GMT 2023","73869","","","","","","Extracting Company Details -- @1.1 ",""
