"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","238832","Extracting Company Details -- @1.3 ","","2026-08-05","passed","2026-08-05","","","",""
"","251189","Extracting Company Details -- @1.2 ","","2026-08-05","passed","2026-08-05","","","",""
"","238116","Extracting Company Details -- @1.1 ","","2026-08-05","passed","2026-08-05","","","",""
