"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Nov 06 10:41:02 GMT 2023","Mon Nov 06 10:42:11 GMT 2023","69181","","","","","","Add To Cart -- @1.1 ",""
"passed","Mon Nov 06 10:42:11 GMT 2023","Mon Nov 06 10:43:10 GMT 2023","58892","","","","","","Add To Cart -- @1.2 ",""
