"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 14 01:31:52 GMT 2024","Wed Aug 14 01:33:59 GMT 2024","127243","","","","","","Extracting Company Details -- @1.3 ",""
"passed","Wed Aug 14 01:26:44 GMT 2024","Wed Aug 14 01:28:58 GMT 2024","133968","","","","","","Extracting Company Details -- @1.1 ",""
"passed","Wed Aug 14 01:28:58 GMT 2024","Wed Aug 14 01:31:52 GMT 2024","173452","","","","","","Extracting Company Details -- @1.2 ",""
