"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Nov 06 09:42:05 GMT 2023","Mon Nov 06 09:43:04 GMT 2023","59875","","","","","","Add To Cart -- @1.1 ",""
"broken","Mon Nov 06 09:43:04 GMT 2023","Mon Nov 06 09:43:44 GMT 2023","40007","","","","","","Add To Cart -- @1.2 ",""
