"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Sep 24 01:44:44 GMT 2024","Tue Sep 24 01:47:12 GMT 2024","147812","","","","","","Extracting Company Details -- @1.2 ",""
"passed","Tue Sep 24 01:47:12 GMT 2024","Tue Sep 24 01:48:56 GMT 2024","103924","","","","","","Extracting Company Details -- @1.3 ",""
"passed","Tue Sep 24 01:43:01 GMT 2024","Tue Sep 24 01:44:44 GMT 2024","102762","","","","","","Extracting Company Details -- @1.1 ",""
