"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 20 01:30:16 GMT 2024","Tue Aug 20 01:32:11 GMT 2024","115034","","","","","","Extracting Company Details -- @1.3 ",""
"passed","Tue Aug 20 01:25:38 GMT 2024","Tue Aug 20 01:27:33 GMT 2024","115088","","","","","","Extracting Company Details -- @1.1 ",""
"passed","Tue Aug 20 01:27:33 GMT 2024","Tue Aug 20 01:30:16 GMT 2024","162531","","","","","","Extracting Company Details -- @1.2 ",""
