"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jul 25 01:26:37 GMT 2024","Thu Jul 25 01:29:25 GMT 2024","167218","","","","","","Extracting Company Details -- @1.2 ",""
"passed","Thu Jul 25 01:24:39 GMT 2024","Thu Jul 25 01:26:37 GMT 2024","118796","","","","","","Extracting Company Details -- @1.1 ",""
"passed","Thu Jul 25 01:29:25 GMT 2024","Thu Jul 25 01:31:23 GMT 2024","118112","","","","","","Extracting Company Details -- @1.3 ",""
