"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","240872","Extracting Company Details -- @1.2 ","","2026-06-23","passed","2026-06-23","","","",""
"","243765","Extracting Company Details -- @1.3 ","","2026-06-23","passed","2026-06-23","","","",""
"","244629","Extracting Company Details -- @1.1 ","","2026-06-23","passed","2026-06-23","","","",""
