"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 21 01:50:02 GMT 2024","Mon Oct 21 01:51:46 GMT 2024","104867","","","","","","Extracting Company Details -- @1.3 ",""
"passed","Mon Oct 21 01:45:47 GMT 2024","Mon Oct 21 01:47:33 GMT 2024","106592","","","","","","Extracting Company Details -- @1.1 ",""
"passed","Mon Oct 21 01:47:33 GMT 2024","Mon Oct 21 01:50:02 GMT 2024","148393","","","","","","Extracting Company Details -- @1.2 ",""
