"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jan 25 01:21:32 GMT 2024","Thu Jan 25 01:24:13 GMT 2024","161186","","","","","","Extracting Company Details -- @1.2 ",""
"passed","Thu Jan 25 01:20:16 GMT 2024","Thu Jan 25 01:21:32 GMT 2024","76429","","","","","","Extracting Company Details -- @1.1 ",""
"passed","Thu Jan 25 01:24:13 GMT 2024","Thu Jan 25 01:25:28 GMT 2024","74846","","","","","","Extracting Company Details -- @1.3 ",""
