"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","181055","Extracting Company Details -- @1.2 ","","2026-08-11","passed","2026-08-11","","","",""
"","235881","Extracting Company Details -- @1.1 ","","2026-08-11","passed","2026-08-11","","","",""
"","234371","Extracting Company Details -- @1.3 ","","2026-08-11","passed","2026-08-11","","","",""
