"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Dec 11 01:23:21 GMT 2023","Mon Dec 11 01:24:58 GMT 2023","96954","","","","","","Google Map Search Bar -- @1.1 ",""
"passed","Mon Dec 11 01:20:15 GMT 2023","Mon Dec 11 01:21:28 GMT 2023","73644","","","","","","Extracting Company Details -- @1.2 ",""
"passed","Mon Dec 11 01:18:19 GMT 2023","Mon Dec 11 01:20:15 GMT 2023","116021","","","","","","Extracting Company Details -- @1.1 ",""
"passed","Mon Dec 11 01:21:28 GMT 2023","Mon Dec 11 01:23:21 GMT 2023","113013","","","","","","Extracting Company Details -- @1.3 ",""
"passed","Mon Dec 11 01:24:58 GMT 2023","Mon Dec 11 01:27:07 GMT 2023","128399","","","","","","Google Map Search Bar -- @1.2 ",""
