"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 29 01:12:46 GMT 2024","Thu Feb 29 01:15:32 GMT 2024","165946","","","","","","Extracting Company Details -- @1.2 ",""
"passed","Thu Feb 29 01:15:32 GMT 2024","Thu Feb 29 01:16:48 GMT 2024","75546","","","","","","Extracting Company Details -- @1.3 ",""
"passed","Thu Feb 29 01:11:29 GMT 2024","Thu Feb 29 01:12:46 GMT 2024","77604","","","","","","Extracting Company Details -- @1.1 ",""
