"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed May 01 01:20:50 GMT 2024","Wed May 01 01:22:45 GMT 2024","115407","","","","","","Extracting Company Details -- @1.1 ",""
"passed","Wed May 01 01:25:27 GMT 2024","Wed May 01 01:27:23 GMT 2024","115586","","","","","","Extracting Company Details -- @1.3 ",""
"passed","Wed May 01 01:22:45 GMT 2024","Wed May 01 01:25:27 GMT 2024","162556","","","","","","Extracting Company Details -- @1.2 ",""
