"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Sep 20 01:40:00 GMT 2024","Fri Sep 20 01:41:40 GMT 2024","100588","","","","","","Extracting Company Details -- @1.1 ",""
"passed","Fri Sep 20 01:44:03 GMT 2024","Fri Sep 20 01:45:45 GMT 2024","101871","","","","","","Extracting Company Details -- @1.3 ",""
"passed","Fri Sep 20 01:41:40 GMT 2024","Fri Sep 20 01:44:03 GMT 2024","142454","","","","","","Extracting Company Details -- @1.2 ",""
