"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed May 15 01:22:57 GMT 2024","Wed May 15 01:24:52 GMT 2024","115159","","","","","","Extracting Company Details -- @1.3 ",""
"passed","Wed May 15 01:20:25 GMT 2024","Wed May 15 01:22:57 GMT 2024","152213","","","","","","Extracting Company Details -- @1.2 ",""
"passed","Wed May 15 01:18:31 GMT 2024","Wed May 15 01:20:25 GMT 2024","113375","","","","","","Extracting Company Details -- @1.1 ",""
