"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","41524","Extracting Company Details -- @1.1 ","","2026-09-03","broken","2026-09-03","","","",""
"","41392","Extracting Company Details -- @1.3 ","","2026-09-03","broken","2026-09-03","","","",""
"","41380","Extracting Company Details -- @1.2 ","","2026-09-03","broken","2026-09-03","","","",""
