"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Nov 06 11:18:28 GMT 2023","Mon Nov 06 11:19:26 GMT 2023","57460","","","","","","Add To Cart -- @1.2 ",""
"passed","Mon Nov 06 11:17:30 GMT 2023","Mon Nov 06 11:18:28 GMT 2023","57859","","","","","","Add To Cart -- @1.1 ",""
